"","Metric","Ice","Spring","Stratified","Fall","Days.till.anoxia"
"1","mean.pre",0.286338696538462,1.20054793845238,2.58380336889819,1.61900988384615,51.4285714285714
"2","mean.post",1.63454442181818,2.50152322583333,3.75534344735799,3.56994687636364,38.5
"3","sd.pre",0.282667154414825,0.936717946298527,1.41734437648044,2.10580818590186,8.93320758754647
"4","sd.post",1.68018532505862,1.55000465874783,2.09896606458604,3.71337372744675,15.4596248337403
"5","fold.change",5.70843005705527,2.0836512609884,1.45341688634742,2.20501858079013,0.748611111111111
"6","sd.fold.change",8.07786697746397,2.30937935929945,1.34771371489938,3.64457999940427,0.491878417948554
"7","p.value",0.00248543353268081,0.00419392470947189,0.183239108000179,0.0351950848989481,0.0233668225293368
