,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bacillariophyta,69.07277509706,91.1296491157032,64.1688026242772,50.0817412665148,58.8456136290571,73.9020878444655,88.8904802826315,77.356652214157,65.9045932715342,65.0824088024472,14.8118574708055,70.9515961667582,93.3866627881609,53.3348534944704,78.1004072757955,91.8091343629908,47.9763364315474,76.1428982288889,77.1730472635021,54.1855067975588,40.4076446558387,33.8622033752062,27.4216643218333,92.7423925200988,92.2566842547834
Cryptophyta,8.44277293733798,1.6714338016839,21.487074431396,43.9934909005487,23.5871051077538,14.7742057514245,5.03198701422706,5.57314756174794,24.3099677116967,22.3439711455052,15.8099610739595,18.2903009216871,5.19816740600684,37.4187663892373,8.22826915899982,3.63144908817345,8.30215027926596,6.46811685225106,2.34605227396422,17.7993192727553,10.0220590916985,21.1684416123011,17.8314514041382,1.59469580465702,5.42166508977724
Cyanophyta,7.12833514522609,0.30276481047654,0.359694545459213,0.933558005524399,5.63555022102536,1.07237588090869,4.60708488494223,6.75695425537098,1.85918133527758,0.794411724421312,40.5629304321789,1.24824513214918,0.1919860373791,1.88119940713716,5.22319038115173,1.17439146415047,16.6600088863916,1.17755464016021,1.60364530494455,5.04925022140269,35.9423137230039,24.593577397457,7.67003561124222,0.512949916174633,0.273741492691747
Chlorophyta,9.13925902248989,0.82298580140044,3.41832709805867,0.986804498540256,5.19819544222008,3.06387319247769,0.549030841210732,9.10508111268086,4.00999895844183,3.75291056019723,22.2676913863659,2.93902215711408,0.461057377645262,1.34534260631627,3.75148063411706,1.75379572505622,21.6990808967511,11.7893393746678,6.50696551008023,7.25135157205638,6.47729492549275,10.2971985221346,28.7202271374953,2.7316294859172,0.445114361237935
Chrysophyta,1.08070858204343,0.0882862364718511,7.14088027411873,2.6319092958106,3.97487159849428,3.2858511998575,0.353289410866036,1.08637404394213,1.58316841995625,6.38268730310916,4.16209202515221,5.21882439113716,0.507599447312923,6.0198381028389,1.72889386490126,0.684623771177966,4.24284920415875,0.295873680361135,0.84567831775077,0.0906485533497466,0.568352984288034,1.425018434133,1.54912554551828,0.763330828418339,0.0980392814788989
Pyrrhophyta,1.77446926543026,3.83432572414556,1.2968865796185,0,1.41978526117908,2.66688691407005,0,0.0194865299361816,2.1351942505989,1.42446240241063,1.05798981934325,1.14142708905573,0.223983710275616,0,2.2984309334891,0.897080223728742,1.11640919528768,4.09363074434422,2.24289947438227,3.84324088444543,2.34013783431583,0.850329227502561,8.99091476665473,0.280142832056819,1.49512592353976
other,3.36167995041237,2.15055451011852,2.1283344470717,1.37249603306131,1.33887874027035,1.23471921679612,0.56812756612241,0.102304282164953,0.197896052494532,0.219148061909328,1.32747779219483,0.210584142098517,0.0305432332194022,0,0.669327751545539,0.0495253647223119,0.00316510659750628,0.0325864793266724,9.28171185537584,11.7806826984316,4.24219678536233,7.80323143126556,7.81658121311793,1.3748586126772,0.00962959649103346
